metric_version,dataset,model,model_size,train_type,lambda,seed,utt_id,snr,noise_type,low_snr_scope,deleted_word,ref_index,context_window,left_context,right_context,context,ref,hyp
aligned_v1,vivos,phowhisper,tiny,zero_shot,,42,VIVOSDEV16_058_snr0,0,speech,true,và,4,3,tư tiêu dùng,xuất khẩu đều,tư tiêu dùng ⟦và⟧ xuất khẩu đều,ĐẦU TƯ TIÊU DÙNG VÀ XUẤT KHẨU ĐỀU SẼ TĂNG MẠNH,đầu tư tiêu dùng vũ khẩu đều thích tăng mạnh thì thì.
aligned_v1,vivos,phowhisper,tiny,zero_shot,,42,VIVOSDEV16_058_snr5,5,music,true,và,4,3,tư tiêu dùng,xuất khẩu đều,tư tiêu dùng ⟦và⟧ xuất khẩu đều,ĐẦU TƯ TIÊU DÙNG VÀ XUẤT KHẨU ĐỀU SẼ TĂNG MẠNH,đầu tư tiêu dùng mệnh khẩu đều sẽ tăng mạnh.
aligned_v1,vivos,whisper,base,zero_shot,,42,VIVOSDEV09_204_clean,clean,clean,false,một,1,3,mười,mười hai mười,mười ⟦một⟧ mười hai mười,MƯỜI MỘT MƯỜI HAI MƯỜI BA, 11.53
aligned_v1,vivos,whisper,base,zero_shot,,42,VIVOSDEV09_204_snr0,0,noise,true,một,1,3,mười,mười hai mười,mười ⟦một⟧ mười hai mười,MƯỜI MỘT MƯỜI HAI MƯỜI BA," Mình 1,523"
aligned_v1,vivos,whisper,base,zero_shot,,42,VIVOSDEV09_204_snr10,10,music,false,một,1,3,mười,mười hai mười,mười ⟦một⟧ mười hai mười,MƯỜI MỘT MƯỜI HAI MƯỜI BA," Mình 1,513"
aligned_v1,vivos,whisper,base,zero_shot,,42,VIVOSDEV09_204_snr20,20,noise,false,một,1,3,mười,mười hai mười,mười ⟦một⟧ mười hai mười,MƯỜI MỘT MƯỜI HAI MƯỜI BA, 11.53
aligned_v1,vivos,whisper,base,zero_shot,,42,VIVOSDEV09_204_snr5,5,music,true,một,1,3,mười,mười hai mười,mười ⟦một⟧ mười hai mười,MƯỜI MỘT MƯỜI HAI MƯỜI BA, 15.53
aligned_v1,vivos,whisper,base,zero_shot,,42,VIVOSDEV12_100_snr0,0,speech,true,và,2,3,phụ huynh,học sinh đang,phụ huynh ⟦và⟧ học sinh đang,PHỤ HUYNH VÀ HỌC SINH ĐANG PHẢI È CỔ VÌ SÁCH GIÁ CAO, Cái này không có thể chết hình như thế này.
aligned_v1,vivos,whisper,base,zero_shot,,42,VIVOSDEV14_140_clean,clean,clean,false,và,10,3,của pháp hiếm,cực kỳ đắt,của pháp hiếm ⟦và⟧ cực kỳ đắt,CÓ NHƯNG PHẢI LÀ THUỐC ĐẶC TRỊ CỦA PHÁP HIẾM VÀ CỰC KỲ ĐẮT, có nhưng phải là thuốc lạc trợi của pháp hiếm vật kỳ đắc.
aligned_v1,vivos,whisper,base,zero_shot,,42,VIVOSDEV14_140_snr10,10,music,false,và,10,3,của pháp hiếm,cực kỳ đắt,của pháp hiếm ⟦và⟧ cực kỳ đắt,CÓ NHƯNG PHẢI LÀ THUỐC ĐẶC TRỊ CỦA PHÁP HIẾM VÀ CỰC KỲ ĐẮT, có nhưng phải là thuốc đặt trị phố pháp hiếm vật kỳ đắc.
aligned_v1,vivos,whisper,base,zero_shot,,42,VIVOSDEV14_140_snr20,20,noise,false,và,10,3,của pháp hiếm,cực kỳ đắt,của pháp hiếm ⟦và⟧ cực kỳ đắt,CÓ NHƯNG PHẢI LÀ THUỐC ĐẶC TRỊ CỦA PHÁP HIẾM VÀ CỰC KỲ ĐẮT, Có những phải là thuốc đặt trị của pháp hiếm vật kỳ đắc.
aligned_v1,vivos,whisper,base,zero_shot,,42,VIVOSDEV14_140_snr5,5,music,true,và,10,3,của pháp hiếm,cực kỳ đắt,của pháp hiếm ⟦và⟧ cực kỳ đắt,CÓ NHƯNG PHẢI LÀ THUỐC ĐẶC TRỊ CỦA PHÁP HIẾM VÀ CỰC KỲ ĐẮT, Có nhưng phải là thuốc lặt trị của pháp hiếm vật kỳ đắc.
aligned_v1,vivos,whisper,base,zero_shot,,42,VIVOSDEV17_170_snr0,0,speech,true,và,0,3,,đội tuyển pháp,⟦và⟧ đội tuyển pháp,VÀ ĐỘI TUYỂN PHÁP ĐANG LÀ ĐỘI CHIẾM ƯU THẾ HƠN SO VỚI THỤY SĨ, Hà phá lỗi để lại uống bia phá lỗi
aligned_v1,vivos,whisper,base,zero_shot,,42,VIVOSDEV17_170_snr0,0,speech,true,là,5,3,tuyển pháp đang,đội chiếm ưu,tuyển pháp đang ⟦là⟧ đội chiếm ưu,VÀ ĐỘI TUYỂN PHÁP ĐANG LÀ ĐỘI CHIẾM ƯU THẾ HƠN SO VỚI THỤY SĨ, Hà phá lỗi để lại uống bia phá lỗi
aligned_v1,vivos,whisper,base,zero_shot,,42,VIVOSDEV19_011_snr0,0,speech,true,và,9,3,em thương nhớ,yêu anh nhiều,em thương nhớ ⟦và⟧ yêu anh nhiều,MONG ANH HÃY HIỂU CHO EM EM THƯƠNG NHỚ VÀ YÊU ANH NHIỀU, Mỏng mắt này hiểu cho em em không nhớ về uống nhiều.
aligned_v1,vivos,whisper,base,zero_shot,,42,VIVOSDEV19_279_snr5,5,speech,true,một,1,3,nợ,cuộc chiến chống,nợ ⟦một⟧ cuộc chiến chống,NỢ MỘT CUỘC CHIẾN CHỐNG THAM NHŨNG VẪN CHƯA VÀO ĐÂU, Đừng bỏ chào ký phía.
aligned_v1,vivos,whisper,small,zero_shot,,42,VIVOSDEV06_248_clean,clean,clean,false,một,0,3,,ba năm bảy,⟦một⟧ ba năm bảy,MỘT BA NĂM BẢY CHÍN, 13579
aligned_v1,vivos,whisper,small,zero_shot,,42,VIVOSDEV08_201_clean,clean,clean,false,một,1,3,không,hai ba bốn,không ⟦một⟧ hai ba bốn,KHÔNG MỘT HAI BA BỐN, 01234
aligned_v1,vivos,whisper,small,zero_shot,,42,VIVOSDEV08_201_snr20,20,noise,false,một,1,3,không,hai ba bốn,không ⟦một⟧ hai ba bốn,KHÔNG MỘT HAI BA BỐN, 01234
aligned_v1,vivos,whisper,small,zero_shot,,42,VIVOSDEV09_204_clean,clean,clean,false,một,1,3,mười,mười hai mười,mười ⟦một⟧ mười hai mười,MƯỜI MỘT MƯỜI HAI MƯỜI BA, 11 12 13
aligned_v1,vivos,whisper,small,zero_shot,,42,VIVOSDEV09_204_snr0,0,noise,true,một,1,3,mười,mười hai mười,mười ⟦một⟧ mười hai mười,MƯỜI MỘT MƯỜI HAI MƯỜI BA," 11, 12, 13"
aligned_v1,vivos,whisper,small,zero_shot,,42,VIVOSDEV09_204_snr10,10,music,false,một,1,3,mười,mười hai mười,mười ⟦một⟧ mười hai mười,MƯỜI MỘT MƯỜI HAI MƯỜI BA, 11 12 13
aligned_v1,vivos,whisper,small,zero_shot,,42,VIVOSDEV09_204_snr20,20,noise,false,một,1,3,mười,mười hai mười,mười ⟦một⟧ mười hai mười,MƯỜI MỘT MƯỜI HAI MƯỜI BA, 11 12 13
aligned_v1,vivos,whisper,small,zero_shot,,42,VIVOSDEV09_204_snr5,5,music,true,một,1,3,mười,mười hai mười,mười ⟦một⟧ mười hai mười,MƯỜI MỘT MƯỜI HAI MƯỜI BA, 11 12 13
aligned_v1,vivos,whisper,small,zero_shot,,42,VIVOSDEV16_067_snr0,0,noise,true,một,5,3,không có cả,trong hai tài,không có cả ⟦một⟧ trong hai tài,HÌNH NHƯ KHÔNG CÓ CẢ MỘT TRONG HAI TÀI VÀ ĐỨC, Hình như không có cả 102 tài và đức
aligned_v1,vivos,whisper,small,zero_shot,,42,VIVOSDEV17_170_snr0,0,speech,true,và,0,3,,đội tuyển pháp,⟦và⟧ đội tuyển pháp,VÀ ĐỘI TUYỂN PHÁP ĐANG LÀ ĐỘI CHIẾM ƯU THẾ HƠN SO VỚI THỤY SĨ, Hết một người sẽ bị phát hiện lại.
aligned_v1,vivos,whisper,small,zero_shot,,42,VIVOSDEV17_170_snr0,0,speech,true,là,5,3,tuyển pháp đang,đội chiếm ưu,tuyển pháp đang ⟦là⟧ đội chiếm ưu,VÀ ĐỘI TUYỂN PHÁP ĐANG LÀ ĐỘI CHIẾM ƯU THẾ HƠN SO VỚI THỤY SĨ, Hết một người sẽ bị phát hiện lại.
aligned_v1,vivos,whisper,tiny,zero_shot,,42,VIVOSDEV01_T048_snr0,0,music,true,có,2,3,thằng đó,cái miệng như,thằng đó ⟦có⟧ cái miệng như,THẰNG ĐÓ CÓ CÁI MIỆNG NHƯ ĐÀN BÀ, Cái gì càng trọng? Cái gì?
aligned_v1,vivos,whisper,tiny,zero_shot,,42,VIVOSDEV03_T047_snr5,5,speech,true,có,2,3,trong phim,nhiều cảnh chém,trong phim ⟦có⟧ nhiều cảnh chém,TRONG PHIM CÓ NHIỀU CẢNH CHÉM GIẾT, Đó phim con như con kia
aligned_v1,vivos,whisper,tiny,zero_shot,,42,VIVOSDEV04_R189_snr0,0,noise,true,một,5,3,cô đơn của,cô bé bị,cô đơn của ⟦một⟧ cô bé bị,TỪ NỖI CÔ ĐƠN CỦA MỘT CÔ BÉ BỊ CHA MẸ BỎ QUÊN, Thưa nó khu ra của mỏ phụ bệnh trà mẹ mỏ phụ bệnh
aligned_v1,vivos,whisper,tiny,zero_shot,,42,VIVOSDEV06_054_snr0,0,speech,true,là,1,3,dù,đậu sức mạnh,dù ⟦là⟧ đậu sức mạnh,DÙ LÀ ĐẬU SỨC MẠNH HOẶC CẢI BÔNG KHỦNG LONG, Điều có thể đánh bóng của lông
aligned_v1,vivos,whisper,tiny,zero_shot,,42,VIVOSDEV08_166_clean,clean,clean,false,một,9,3,định kỳ là,ý kiến hay,định kỳ là ⟦một⟧ ý kiến hay,DỊCH VỤ KIỂM TRA SỨC KHỎE ĐỊNH KỲ LÀ MỘT Ý KIẾN HAY," Nhật vô, kìm phát chất khỏe đình kì là mỗi kýing hay."
aligned_v1,vivos,whisper,tiny,zero_shot,,42,VIVOSDEV08_201_clean,clean,clean,false,một,1,3,không,hai ba bốn,không ⟦một⟧ hai ba bốn,KHÔNG MỘT HAI BA BỐN, không mọ排 bà bông
aligned_v1,vivos,whisper,tiny,zero_shot,,42,VIVOSDEV13_226_snr5,5,noise,true,có,2,3,vậy mới,mục tiêu để,vậy mới ⟦có⟧ mục tiêu để,VẬY MỚI CÓ MỤC TIÊU ĐỂ MÀ PHẤN ĐẤU NÊN NGƯỜI CÓ Ý THỨC, Vậy mới bao giờ quên đau này nơi có ý
aligned_v1,vivos,whisper,tiny,zero_shot,,42,VIVOSDEV13_230_snr5,5,music,true,một,1,3,chỉ,điều đơn giản,chỉ ⟦một⟧ điều đơn giản,CHỈ MỘT ĐIỀU ĐƠN GIẢN VẬY MÀ ANH ẤY KHÔNG BAO GIỜ THỰC HIỆN ĐƯỢC, Chỉ mục đều đứng dễn vài mặt nó có bao giờ thật hệnh được
aligned_v1,vivos,whisper,tiny,zero_shot,,42,VIVOSDEV15_117_clean,clean,clean,false,đã,7,3,cuộc điều tra,được tiến hành,cuộc điều tra ⟦đã⟧ được tiến hành,TRÊN THỰC TẾ MỘT CUỘC ĐIỀU TRA ĐÃ ĐƯỢC TIẾN HÀNH, trên thực tế một cuộc điều tra đật tiếng hành
aligned_v1,vivos,whisper,tiny,zero_shot,,42,VIVOSDEV15_117_snr10,10,noise,false,đã,7,3,cuộc điều tra,được tiến hành,cuộc điều tra ⟦đã⟧ được tiến hành,TRÊN THỰC TẾ MỘT CUỘC ĐIỀU TRA ĐÃ ĐƯỢC TIẾN HÀNH, trên thực tế một cuộc điều tra đợi tiếng hành
aligned_v1,vivos,whisper,tiny,zero_shot,,42,VIVOSDEV16_058_snr10,10,speech,false,và,4,3,tư tiêu dùng,xuất khẩu đều,tư tiêu dùng ⟦và⟧ xuất khẩu đều,ĐẦU TƯ TIÊU DÙNG VÀ XUẤT KHẨU ĐỀU SẼ TĂNG MẠNH, đầu tiên dụng bà kháu đều sẽ登 mình.
aligned_v1,vivos,whisper,tiny,zero_shot,,42,VIVOSDEV16_058_snr5,5,music,true,và,4,3,tư tiêu dùng,xuất khẩu đều,tư tiêu dùng ⟦và⟧ xuất khẩu đều,ĐẦU TƯ TIÊU DÙNG VÀ XUẤT KHẨU ĐỀU SẼ TĂNG MẠNH, đầu đôi đứa dùng mặt khấu đều sế tăng mặt
aligned_v1,vivos,whisper,tiny,zero_shot,,42,VIVOSDEV16_064_snr0,0,speech,true,là,1,3,từng,chủ tế hàng,từng ⟦là⟧ chủ tế hàng,TỪNG LÀ CHỦ TẾ HÀNG TRĂM LỄ AN TÁNG MỘ GIÓ, Tâm lại chút tới hại đẹp mẫu dạ
aligned_v1,vivos,whisper,tiny,zero_shot,,42,VIVOSDEV16_067_snr10,10,music,false,và,9,3,trong hai tài,đức,trong hai tài ⟦và⟧ đức,HÌNH NHƯ KHÔNG CÓ CẢ MỘT TRONG HAI TÀI VÀ ĐỨC, Hình như không có cả 1 trong 2 tài vật
aligned_v1,vivos,whisper,tiny,zero_shot,,42,VIVOSDEV16_196_clean,clean,clean,false,là,5,3,đỡ của bà,vô cùng quí,đỡ của bà ⟦là⟧ vô cùng quí,SỰ GIÚP ĐỠ CỦA BÀ LÀ VÔ CÙNG QUÍ BÁU CHO CHÚNG TÔI, Sở giúp đỡ cuối báo cho chúng tôi
aligned_v1,vivos,whisper,tiny,zero_shot,,42,VIVOSDEV16_196_snr0,0,noise,true,là,5,3,đỡ của bà,vô cùng quí,đỡ của bà ⟦là⟧ vô cùng quí,SỰ GIÚP ĐỠ CỦA BÀ LÀ VÔ CÙNG QUÍ BÁU CHO CHÚNG TÔI, Sở giúp đỡ cuối báo cho chúng tôi
aligned_v1,vivos,whisper,tiny,zero_shot,,42,VIVOSDEV16_196_snr20,20,music,false,là,5,3,đỡ của bà,vô cùng quí,đỡ của bà ⟦là⟧ vô cùng quí,SỰ GIÚP ĐỠ CỦA BÀ LÀ VÔ CÙNG QUÍ BÁU CHO CHÚNG TÔI, Sở giúp đỡ cuối báo cho chúng tôi
aligned_v1,vivos,whisper,tiny,zero_shot,,42,VIVOSDEV17_170_snr0,0,speech,true,và,0,3,,đội tuyển pháp,⟦và⟧ đội tuyển pháp,VÀ ĐỘI TUYỂN PHÁP ĐANG LÀ ĐỘI CHIẾM ƯU THẾ HƠN SO VỚI THỤY SĨ, Hẹn gặp và phát đối đẹp của biểu phát đối đẹp.
aligned_v1,vivos,whisper,tiny,zero_shot,,42,VIVOSDEV17_212_snr5,5,speech,true,có,0,3,,mấy người đụng,⟦có⟧ mấy người đụng,CÓ MẤY NGƯỜI ĐỤNG PHẢI NÓ SUÝT NGÃ CHÚI XUỐNG ĐƯỜNG, Cái gì vậy?
aligned_v1,vivos,whisper,tiny,zero_shot,,42,VIVOSDEV17_213_snr0,0,music,true,một,4,3,đi thuyền đến,khu làng dân,đi thuyền đến ⟦một⟧ khu làng dân,ĐOÀN ĐI THUYỀN ĐẾN MỘT KHU LÀNG DÂN TỘC THIỂU SỐ, Đại đi trị đến hộ hứa lạnh tập trị sống
aligned_v1,vivos,whisper,tiny,zero_shot,,42,VIVOSDEV19_142_snr10,10,music,false,và,10,3,bạo bạo lực,kiếm ra tiền,bạo bạo lực ⟦và⟧ kiếm ra tiền,HỌ CHỈ THÍCH NHỮNG MÔN GÌ MẠNH BẠO BẠO LỰC VÀ KIẾM RA TIỀN THÔI, Hà chế tất những mong dây mạnh bảo và lực về game trap店 thôi.
aligned_v1,vivos,whisper,tiny,zero_shot,,42,VIVOSDEV19_142_snr20,20,noise,false,và,10,3,bạo bạo lực,kiếm ra tiền,bạo bạo lực ⟦và⟧ kiếm ra tiền,HỌ CHỈ THÍCH NHỮNG MÔN GÌ MẠNH BẠO BẠO LỰC VÀ KIẾM RA TIỀN THÔI, Hà dị thích những mong dầy mạnh mạo và lực về gamecrab tìm thôi.
aligned_v1,vivos,whisper,tiny,zero_shot,,42,VIVOSDEV19_279_snr5,5,speech,true,một,1,3,nợ,cuộc chiến chống,nợ ⟦một⟧ cuộc chiến chống,NỢ MỘT CUỘC CHIẾN CHỐNG THAM NHŨNG VẪN CHƯA VÀO ĐÂU," Nó, nó sẽ có tìm bình ạ."
