metric_version,dataset,model,model_size,train_type,lambda,seed,utt_id,snr,noise_type,operation,ref_token,hyp_token,ref_index,hyp_index,ref_tone,hyp_tone,ref_tone_base,hyp_tone_base,ref_plain_base,hyp_plain_base,tone_error,diacritic_error,tone_primary_category,der_primary_category,quality_transitions,has_tone_loss,has_vowel_quality_loss,has_d_stroke_loss,missing_diacritic,ref,hyp
aligned_v1,vivos,phowhisper,base,ordinary_lora,0,42,VIVOSDEV02_R071_snr0,0,speech,substitution,mỗi,mọi,0,0,nga,nang,môi,moi,moi,moi,false,true,,vowel_quality_loss,ô→o,false,true,false,true,MỖI KHI XE RÁC ĐI NGANG QUA ĐÁNH KẺNG MỚI ĐEM RA ĐỔ,mọi khi sẽ ra tỉnh ngang qua tấn công mới đẹp là trộm
aligned_v1,vivos,phowhisper,base,ordinary_lora,0,42,VIVOSDEV02_R079_snr5,5,speech,substitution,ngỗng,ngọng,11,11,nga,nang,ngông,ngong,ngong,ngong,false,true,,vowel_quality_loss,ô→o,false,true,false,true,HẦU HẾT NANG NÀY CÓ NGUỒN GỐC TỪ GÂN CƠ CHÂN NGỖNG,hầu hết trang này có nguồn gốc từ gân cơi trưng ngọng
aligned_v1,vivos,phowhisper,base,ordinary_lora,0,42,VIVOSDEV02_R089_snr10,10,noise,substitution,quản,quán,9,9,hoi,sac,quan,quan,quan,quan,true,false,tone_substitution,,,false,false,false,false,CÓ HẲN MỘT LOẠT BÀI VIẾT CHUYÊN ĐỀ VỀ QUẢN TRỊ THƯƠNG HIỆU,có hẳn một là bài viết chuyên đề về quán chị thương hiệu
aligned_v1,vivos,phowhisper,base,ordinary_lora,0,42,VIVOSDEV02_R130_snr0,0,noise,substitution,thề,thể,4,4,huyen,hoi,thê,thê,the,the,true,false,tone_substitution,,,false,false,false,false,CHỊ GẶN HỎI ANH THỀ SỐNG THỀ CHẾT LÀ KHÔNG CÓ,chị chẳng hỏi anh thể sống thể chế là không có
aligned_v1,vivos,phowhisper,base,ordinary_lora,0,42,VIVOSDEV02_R130_snr0,0,noise,substitution,thề,thể,6,6,huyen,hoi,thê,thê,the,the,true,false,tone_substitution,,,false,false,false,false,CHỊ GẶN HỎI ANH THỀ SỐNG THỀ CHẾT LÀ KHÔNG CÓ,chị chẳng hỏi anh thể sống thể chế là không có
aligned_v1,vivos,phowhisper,base,ordinary_lora,0,42,VIVOSDEV02_R130_snr10,10,speech,substitution,thề,thể,4,4,huyen,hoi,thê,thê,the,the,true,false,tone_substitution,,,false,false,false,false,CHỊ GẶN HỎI ANH THỀ SỐNG THỀ CHẾT LÀ KHÔNG CÓ,chị dặn hỏi anh thể sống thể chết là không có
aligned_v1,vivos,phowhisper,base,ordinary_lora,0,42,VIVOSDEV02_R130_snr10,10,speech,substitution,thề,thể,6,6,huyen,hoi,thê,thê,the,the,true,false,tone_substitution,,,false,false,false,false,CHỊ GẶN HỎI ANH THỀ SỐNG THỀ CHẾT LÀ KHÔNG CÓ,chị dặn hỏi anh thể sống thể chết là không có
aligned_v1,vivos,phowhisper,base,ordinary_lora,0,42,VIVOSDEV02_R130_snr5,5,music,substitution,chị,chỉ,0,0,nang,hoi,chi,chi,chi,chi,true,false,tone_substitution,,,false,false,false,false,CHỊ GẶN HỎI ANH THỀ SỐNG THỀ CHẾT LÀ KHÔNG CÓ,chỉ dặn hỏi anh thề sống thề chết là không có
aligned_v1,vivos,phowhisper,base,ordinary_lora,0,42,VIVOSDEV02_R132_clean,clean,clean,substitution,máy,mấy,8,8,sac,sac,may,mây,may,may,false,true,,vowel_quality_addition,a→â,false,false,false,false,ĐIỆN THOẠI RENG NHƯNG TA CŨNG PHẢI NHẤC MÁY ĐÚNG KHÔNG,tiền thoại re nhưng ta cũng phải nhấc mấy đúng không
aligned_v1,vivos,phowhisper,base,ordinary_lora,0,42,VIVOSDEV02_R132_snr0,0,music,substitution,máy,mày,8,8,sac,huyen,may,may,may,may,true,false,tone_substitution,,,false,false,false,false,ĐIỆN THOẠI RENG NHƯNG TA CŨNG PHẢI NHẤC MÁY ĐÚNG KHÔNG,tiền thái lê nhân ta vụt phải những mày đúng không
aligned_v1,vivos,phowhisper,base,ordinary_lora,0,42,VIVOSDEV02_R132_snr10,10,music,substitution,máy,mấy,8,8,sac,sac,may,mây,may,may,false,true,,vowel_quality_addition,a→â,false,false,false,false,ĐIỆN THOẠI RENG NHƯNG TA CŨNG PHẢI NHẤC MÁY ĐÚNG KHÔNG,điện thoại re nhưng ta cũng phải nhấc mấy đúng không
aligned_v1,vivos,phowhisper,base,ordinary_lora,0,42,VIVOSDEV02_R132_snr20,20,music,substitution,máy,mấy,8,8,sac,sac,may,mây,may,may,false,true,,vowel_quality_addition,a→â,false,false,false,false,ĐIỆN THOẠI RENG NHƯNG TA CŨNG PHẢI NHẤC MÁY ĐÚNG KHÔNG,tiền thoại re nhưng ta cũng phải nhấc mấy đúng không
aligned_v1,vivos,phowhisper,base,ordinary_lora,0,42,VIVOSDEV02_R132_snr5,5,speech,substitution,máy,mày,8,8,sac,huyen,may,may,may,may,true,false,tone_substitution,,,false,false,false,false,ĐIỆN THOẠI RENG NHƯNG TA CŨNG PHẢI NHẤC MÁY ĐÚNG KHÔNG,liền thoại re nhìn ta cũng phải nhức mày đùng không
aligned_v1,vivos,phowhisper,base,ordinary_lora,0,42,VIVOSDEV02_R132_snr5,5,speech,substitution,đúng,đùng,9,9,sac,huyen,đung,đung,dung,dung,true,false,tone_substitution,,,false,false,false,false,ĐIỆN THOẠI RENG NHƯNG TA CŨNG PHẢI NHẤC MÁY ĐÚNG KHÔNG,liền thoại re nhìn ta cũng phải nhức mày đùng không
aligned_v1,vivos,phowhisper,base,ordinary_lora,0,42,VIVOSDEV02_R164_snr0,0,speech,substitution,đột,đợt,9,9,nang,nang,đôt,đơt,dot,dot,false,true,,vowel_quality_substitution,ô→ơ,false,false,false,false,CÁC CHƯƠNG TRÌNH CA NHẠC PHẦN LỚN ĐỀU KHÔNG ĐỘT PHÁ,các chương trình ca nhạc tình lớn đều không đợt thoải
aligned_v1,vivos,phowhisper,base,ordinary_lora,0,42,VIVOSDEV02_R164_snr5,5,speech,substitution,ca,cá,3,3,ngang,sac,ca,ca,ca,ca,true,false,tone_addition,,,false,false,false,false,CÁC CHƯƠNG TRÌNH CA NHẠC PHẦN LỚN ĐỀU KHÔNG ĐỘT PHÁ,các chương trình cá nhân thịnh lớn đều không tốt phá
aligned_v1,vivos,phowhisper,base,ordinary_lora,0,42,VIVOSDEV02_R170_snr5,5,speech,substitution,dúi,dui,10,10,sac,ngang,dui,dui,dui,dui,true,false,tone_loss,,,true,false,false,true,RỒI CHẠY SANG GÕ CỬA PHÒNG BA LE HAI DẤM DÚI,rồi chạy sang gõ cửa phòng ba lên hai giấm dui
aligned_v1,vivos,phowhisper,base,ordinary_lora,0,42,VIVOSDEV02_R173_snr5,5,music,substitution,để,đế,0,0,hoi,sac,đê,đê,de,de,true,false,tone_substitution,,,false,false,false,false,ĐỂ TRẢ TRỞ LẠI ĐẠI DƯƠNG,đế chả trở lại đại dương
aligned_v1,vivos,phowhisper,base,ordinary_lora,0,42,VIVOSDEV02_R181_clean,clean,clean,substitution,mắt,mát,3,3,sac,sac,măt,mat,mat,mat,false,true,,vowel_quality_loss,ă→a,false,true,false,true,NÀNG CÓ ĐÔI MẮT TO SÂU VÀ VẦNG TRÁN RỘNG MÊNH MÔNG,nàng có tôi mát to sâu và bình chán rộng mênh mông
aligned_v1,vivos,phowhisper,base,ordinary_lora,0,42,VIVOSDEV02_R181_snr0,0,music,substitution,mắt,mất,3,3,sac,sac,măt,mât,mat,mat,false,true,,vowel_quality_substitution,ă→â,false,false,false,false,NÀNG CÓ ĐÔI MẮT TO SÂU VÀ VẦNG TRÁN RỘNG MÊNH MÔNG,nàng có tươi mất to sau và tình trạng giọng định mộng
aligned_v1,vivos,phowhisper,base,ordinary_lora,0,42,VIVOSDEV02_R181_snr0,0,music,substitution,sâu,sau,5,5,ngang,ngang,sâu,sau,sau,sau,false,true,,vowel_quality_loss,â→a,false,true,false,true,NÀNG CÓ ĐÔI MẮT TO SÂU VÀ VẦNG TRÁN RỘNG MÊNH MÔNG,nàng có tươi mất to sau và tình trạng giọng định mộng
aligned_v1,vivos,phowhisper,base,ordinary_lora,0,42,VIVOSDEV02_R181_snr0,0,music,substitution,mông,mộng,11,11,ngang,nang,mông,mông,mong,mong,true,false,tone_addition,,,false,false,false,false,NÀNG CÓ ĐÔI MẮT TO SÂU VÀ VẦNG TRÁN RỘNG MÊNH MÔNG,nàng có tươi mất to sau và tình trạng giọng định mộng
aligned_v1,vivos,phowhisper,base,ordinary_lora,0,42,VIVOSDEV02_R181_snr10,10,noise,substitution,mắt,mất,3,3,sac,sac,măt,mât,mat,mat,false,true,,vowel_quality_substitution,ă→â,false,false,false,false,NÀNG CÓ ĐÔI MẮT TO SÂU VÀ VẦNG TRÁN RỘNG MÊNH MÔNG,nàng có tơi mất to sao và vĩnh chán rộng mênh mông
aligned_v1,vivos,phowhisper,base,ordinary_lora,0,42,VIVOSDEV02_R181_snr20,20,music,substitution,mắt,mất,3,3,sac,sac,măt,mât,mat,mat,false,true,,vowel_quality_substitution,ă→â,false,false,false,false,NÀNG CÓ ĐÔI MẮT TO SÂU VÀ VẦNG TRÁN RỘNG MÊNH MÔNG,nàng có tôi mất to sau và vìn chán rộng mính mông
aligned_v1,vivos,phowhisper,base,ordinary_lora,0,42,VIVOSDEV02_R181_snr20,20,music,substitution,sâu,sau,5,5,ngang,ngang,sâu,sau,sau,sau,false,true,,vowel_quality_loss,â→a,false,true,false,true,NÀNG CÓ ĐÔI MẮT TO SÂU VÀ VẦNG TRÁN RỘNG MÊNH MÔNG,nàng có tôi mất to sau và vìn chán rộng mính mông
aligned_v1,vivos,phowhisper,base,ordinary_lora,0,42,VIVOSDEV02_R181_snr5,5,speech,substitution,mắt,mất,3,3,sac,sac,măt,mât,mat,mat,false,true,,vowel_quality_substitution,ă→â,false,false,false,false,NÀNG CÓ ĐÔI MẮT TO SÂU VÀ VẦNG TRÁN RỘNG MÊNH MÔNG,nàng có tôi mất to sao và bình chẳng giọng linh mô
aligned_v1,vivos,phowhisper,base,ordinary_lora,0,42,VIVOSDEV02_T004_snr10,10,speech,substitution,năm,nằm,5,5,ngang,huyen,năm,năm,nam,nam,true,false,tone_addition,,,false,false,false,false,HÔM NAY EM CÓ TỚI NĂM KHÁCH,hôm nay em có tuổi nằm tránh
aligned_v1,vivos,phowhisper,base,ordinary_lora,0,42,VIVOSDEV02_T012_snr20,20,speech,deletion,tao,,4,,ngang,,tao,,tao,,true,false,word_deletion,,,false,false,false,false,MÀY DÁM CHƠI VỢ TAO TAO PHẢI GIẾT MÀY,mày dám chê vợ đa sẽ giết mày
aligned_v1,vivos,phowhisper,base,ordinary_lora,0,42,VIVOSDEV03_R007_clean,clean,clean,substitution,bò,bo,7,7,huyen,ngang,bo,bo,bo,bo,true,false,tone_loss,,,true,false,false,true,MỘT CHUYẾN DU LỊCH DÃ NGOẠI TẠI BÒ CẠP VÀNG,một chuyến du lịch giả ngoại tại bo cập vàng
aligned_v1,vivos,phowhisper,base,ordinary_lora,0,42,VIVOSDEV03_R007_clean,clean,clean,substitution,cạp,cập,8,8,nang,nang,cap,câp,cap,cap,false,true,,vowel_quality_addition,a→â,false,false,false,false,MỘT CHUYẾN DU LỊCH DÃ NGOẠI TẠI BÒ CẠP VÀNG,một chuyến du lịch giả ngoại tại bo cập vàng
aligned_v1,vivos,phowhisper,base,ordinary_lora,0,42,VIVOSDEV03_R007_snr10,10,noise,substitution,bò,bo,7,7,huyen,ngang,bo,bo,bo,bo,true,false,tone_loss,,,true,false,false,true,MỘT CHUYẾN DU LỊCH DÃ NGOẠI TẠI BÒ CẠP VÀNG,một chuyến du lịch giả ngoại tại bo cập vàng
aligned_v1,vivos,phowhisper,base,ordinary_lora,0,42,VIVOSDEV03_R007_snr10,10,noise,substitution,cạp,cập,8,8,nang,nang,cap,câp,cap,cap,false,true,,vowel_quality_addition,a→â,false,false,false,false,MỘT CHUYẾN DU LỊCH DÃ NGOẠI TẠI BÒ CẠP VÀNG,một chuyến du lịch giả ngoại tại bo cập vàng
aligned_v1,vivos,phowhisper,base,ordinary_lora,0,42,VIVOSDEV03_R007_snr20,20,speech,substitution,bò,bo,7,7,huyen,ngang,bo,bo,bo,bo,true,false,tone_loss,,,true,false,false,true,MỘT CHUYẾN DU LỊCH DÃ NGOẠI TẠI BÒ CẠP VÀNG,một chuyến du lịch giả ngoại tại bo cà phàn
aligned_v1,vivos,phowhisper,base,ordinary_lora,0,42,VIVOSDEV03_R007_snr5,5,noise,substitution,bò,bo,7,7,huyen,ngang,bo,bo,bo,bo,true,false,tone_loss,,,true,false,false,true,MỘT CHUYẾN DU LỊCH DÃ NGOẠI TẠI BÒ CẠP VÀNG,một chuyến du lịch giả ngoại tại bo cập vàng
