utt_id,audio,text,prediction,snr,noise_type,dataset
VIVOSDEV01_R108,data\raw\vivos\vivos\test\waves\VIVOSDEV01\VIVOSDEV01_R108.wav,KHI TRẪM KHỎI BỆNH THÌ SẼ CHÉM ĐẦU, Khi chậm có bệnh thì sẽ chếm đầu.,clean,,vivos
VIVOSDEV01_R117,data\raw\vivos\vivos\test\waves\VIVOSDEV01\VIVOSDEV01_R117.wav,VIỆC MỘT QUYỂN TIỂU THUYẾT NHƯ THẾ, việc 1 quý an tạo hích như hơi.,clean,,vivos
VIVOSDEV01_R130,data\raw\vivos\vivos\test\waves\VIVOSDEV01\VIVOSDEV01_R130.wav,NÃO BỘ CHÚNG TA PHÁT TRIỂN NHỮNG RUNG ĐỘNG YÊU THƯƠNG, Nã bộ chúng ta phát triển những gung động yêu hơn.,clean,,vivos
VIVOSDEV01_R139,data\raw\vivos\vivos\test\waves\VIVOSDEV01\VIVOSDEV01_R139.wav,TRỪ KHI BẠN BIẾT TÔN TRỌNG BẢN THÂN MÌNH, Trời khi bạn biết tôn trọng bạn hơn mình.,clean,,vivos
VIVOSDEV01_R141,data\raw\vivos\vivos\test\waves\VIVOSDEV01\VIVOSDEV01_R141.wav,NHỮNG CON ĐƯỜNG NGẮN NGỦN NHƯ NHỮNG NHÁT CẮT, Những con đường ngắn ngũ như những nhét cắt.,clean,,vivos
VIVOSDEV01_R146,data\raw\vivos\vivos\test\waves\VIVOSDEV01\VIVOSDEV01_R146.wav,HIỆN RA TẬN PHÍA XA, Hẹn gặp đánh phía,clean,,vivos
VIVOSDEV01_R150,data\raw\vivos\vivos\test\waves\VIVOSDEV01\VIVOSDEV01_R150.wav,XIN ĐƯỢC CHÂN KHUÂN VÁC, xin được chân quân vát.,clean,,vivos
VIVOSDEV01_R151,data\raw\vivos\vivos\test\waves\VIVOSDEV01\VIVOSDEV01_R151.wav,NHƯNG KHI TIẾN GẦN VÀO VỊNH THÌ MẶT BIỂN BỊ RẠN VỠ, nhưng khi tiếng gần vào vấn hề mặt biến bị gàng vỡ.,clean,,vivos
VIVOSDEV01_R164,data\raw\vivos\vivos\test\waves\VIVOSDEV01\VIVOSDEV01_R164.wav,MỘT BÀ NGOẠI GIẶT ĐỒ THUÊ, 1 bà ngoài dạc đồ hơi,clean,,vivos
VIVOSDEV01_R170,data\raw\vivos\vivos\test\waves\VIVOSDEV01\VIVOSDEV01_R170.wav,ĐÔI BÀN TAY EM KHÔNG ĐƯỢC MỀM MẠI VÀ NÕN NÀ, Đói bạn tay em không được miềm mại và nổng nè,clean,,vivos
VIVOSDEV01_R172,data\raw\vivos\vivos\test\waves\VIVOSDEV01\VIVOSDEV01_R172.wav,TÂY GIANG VẪN CÒN KHẮC KHOẢI KHÔNG THỂ VÀO XÃ A NÔNG, Tây dàng vẫn còn khắc khỏi không hãy vào sã Anom.,clean,,vivos
