utt_id,audio,text,prediction,snr,noise_type,dataset
VIVOSDEV01_R092,data\raw\vivos\vivos\test\waves\VIVOSDEV01\VIVOSDEV01_R092.wav,DO CHÍNH PHỦ MỸ TIẾN HÀNH Ở VIỆT NAM,do chính phủ mỹ tiến hành ở việt nam.,clean,,vivos
VIVOSDEV01_R098,data\raw\vivos\vivos\test\waves\VIVOSDEV01\VIVOSDEV01_R098.wav,TỈNH QUẢNG TRỊ ĐÃ PHÊ DUYỆT,tỉnh quảng trị đỡ phê duyệt.,clean,,vivos
VIVOSDEV01_R099,data\raw\vivos\vivos\test\waves\VIVOSDEV01\VIVOSDEV01_R099.wav,NHƯNG TÔI THÍCH XEM BỘ PHIM TRUYỆN PHÁT NGAY SAU CHƯƠNG TRÌNH NÀY,nhưng tôi thích xem bộ phim chuyển phát ngay sau chương trình này.,clean,,vivos
VIVOSDEV01_R108,data\raw\vivos\vivos\test\waves\VIVOSDEV01\VIVOSDEV01_R108.wav,KHI TRẪM KHỎI BỆNH THÌ SẼ CHÉM ĐẦU,khi trẫm khỏi bệnh thì sẽ chém đầu.,clean,,vivos
VIVOSDEV01_R117,data\raw\vivos\vivos\test\waves\VIVOSDEV01\VIVOSDEV01_R117.wav,VIỆC MỘT QUYỂN TIỂU THUYẾT NHƯ THẾ,việc một quyển tiểu huyết như thế.,clean,,vivos
VIVOSDEV01_R130,data\raw\vivos\vivos\test\waves\VIVOSDEV01\VIVOSDEV01_R130.wav,NÃO BỘ CHÚNG TA PHÁT TRIỂN NHỮNG RUNG ĐỘNG YÊU THƯƠNG,nỡ bộ chúng ta phát triển những rung động yêu hơn.,clean,,vivos
VIVOSDEV01_R139,data\raw\vivos\vivos\test\waves\VIVOSDEV01\VIVOSDEV01_R139.wav,TRỪ KHI BẠN BIẾT TÔN TRỌNG BẢN THÂN MÌNH,trừ khi bạn biết tôn trọng bản thân mình.,clean,,vivos
VIVOSDEV01_R141,data\raw\vivos\vivos\test\waves\VIVOSDEV01\VIVOSDEV01_R141.wav,NHỮNG CON ĐƯỜNG NGẮN NGỦN NHƯ NHỮNG NHÁT CẮT,những con đường ngắn ngủn như những nhát cắt.,clean,,vivos
VIVOSDEV01_R146,data\raw\vivos\vivos\test\waves\VIVOSDEV01\VIVOSDEV01_R146.wav,HIỆN RA TẬN PHÍA XA,hiện ra tận phía xa.,clean,,vivos
VIVOSDEV01_R150,data\raw\vivos\vivos\test\waves\VIVOSDEV01\VIVOSDEV01_R150.wav,XIN ĐƯỢC CHÂN KHUÂN VÁC,xin được chân khuân vác.,clean,,vivos
VIVOSDEV01_R151,data\raw\vivos\vivos\test\waves\VIVOSDEV01\VIVOSDEV01_R151.wav,NHƯNG KHI TIẾN GẦN VÀO VỊNH THÌ MẶT BIỂN BỊ RẠN VỠ,nhưng khi tiến rừng vào vịnh thì mặt biển bị rạn vỡ.,clean,,vivos
VIVOSDEV01_R164,data\raw\vivos\vivos\test\waves\VIVOSDEV01\VIVOSDEV01_R164.wav,MỘT BÀ NGOẠI GIẶT ĐỒ THUÊ,một bà ngoại giặt đồ hơi.,clean,,vivos
VIVOSDEV01_R170,data\raw\vivos\vivos\test\waves\VIVOSDEV01\VIVOSDEV01_R170.wav,ĐÔI BÀN TAY EM KHÔNG ĐƯỢC MỀM MẠI VÀ NÕN NÀ,đôi bàn tay em không được mềm mại và nõn nà.,clean,,vivos
VIVOSDEV01_R172,data\raw\vivos\vivos\test\waves\VIVOSDEV01\VIVOSDEV01_R172.wav,TÂY GIANG VẪN CÒN KHẮC KHOẢI KHÔNG THỂ VÀO XÃ A NÔNG,tây giang vẫn còn khắc khoải không thể vào xã a nông.,clean,,vivos
