metric_version,dataset,model,model_size,train_type,lambda,seed,utt_id,snr,noise_type,operation,ref_token,hyp_token,ref_index,hyp_index,ref_tone,hyp_tone,ref_tone_base,hyp_tone_base,ref_plain_base,hyp_plain_base,tone_error,diacritic_error,tone_primary_category,der_primary_category,quality_transitions,has_tone_loss,has_vowel_quality_loss,has_d_stroke_loss,missing_diacritic,ref,hyp
aligned_v1,fleurs,phowhisper,base,ordinary_lora,0,42,10473837320520117918,clean,clean,substitution,bão,bảo,11,12,nga,hoi,bao,bao,bao,bao,true,false,tone_substitution,,,false,false,false,false,cơn bão được đặt tên thứ mười của mùa bão atlantic bão cận nhiệt đới jerry đã hình thành tại biển atlantic hôm nay,cơn bão được lọt tên thới mời của mùa bão alex tích bảo cảnh dịch đế cherry đã hoàn thành tại biển alex thịt hôm nay
aligned_v1,fleurs,phowhisper,base,ordinary_lora,0,42,10531082783264670622,clean,clean,substitution,sốc,sóc,0,0,sac,sac,sôc,soc,soc,soc,false,true,,vowel_quality_loss,ô→o,false,true,false,true,sốc tái hòa nhập xảy ra sớm hơn so với sốc văn hóa ít giai đoạn trăng mật hơn lâu hơn và có thể còn nghiêm trọng hơn,sóc tán hòa nhập sẽ ra sớm hơn so với sách văn hóa ít giai đoạn trăng mặt hơn lâu hơn và có thể còn nghiêm trọng hơn
aligned_v1,fleurs,phowhisper,base,ordinary_lora,0,42,10531082783264670622,clean,clean,substitution,mật,mặt,17,17,nang,nang,mât,măt,mat,mat,false,true,,vowel_quality_substitution,â→ă,false,false,false,false,sốc tái hòa nhập xảy ra sớm hơn so với sốc văn hóa ít giai đoạn trăng mật hơn lâu hơn và có thể còn nghiêm trọng hơn,sóc tán hòa nhập sẽ ra sớm hơn so với sách văn hóa ít giai đoạn trăng mặt hơn lâu hơn và có thể còn nghiêm trọng hơn
aligned_v1,fleurs,phowhisper,base,ordinary_lora,0,42,10618648079469862393,clean,clean,deletion,toginet,,18,,ngang,,toginet,,toginet,,true,false,word_deletion,,,false,false,false,false,trong những ngày đầu chương trình chỉ được giới thiệu trên trang web phát thanh dài hạn internet toginet radio một trang web tập trung vào chương trình truyền thanh đối thoại,trong những ngày đầu chương trình chỉ được giới thiệu trên trang web phát thanh dài hạn internet tokinabashi một trang web tập trung vào chương trình truyền thanh đối thoại
aligned_v1,fleurs,phowhisper,base,ordinary_lora,0,42,10631977326382455765,clean,clean,substitution,tuyên,tuyến,11,11,ngang,sac,tuyên,tuyên,tuyen,tuyen,true,false,tone_addition,,,false,false,false,false,cuối chủ nhật tổng thống hoa kỳ donald trump trong một tuyên bố đã gửi thông qua thư ký báo chí thông báo quân đội mỹ sẽ rút quân khỏi syria,cuối chủ nhật tổng thống hoa kỳ donald trump trong một tuyến bố đã gửi thông qua thư ký báo chí thông báo quân đội mỹ sẽ rút quân khỏi sy ghe
aligned_v1,fleurs,phowhisper,base,ordinary_lora,0,42,10751579734990864351,clean,clean,substitution,tĩnh,tỉnh,2,2,nga,hoi,tinh,tinh,tinh,tinh,true,false,tone_substitution,,,false,false,false,false,chiều cao tĩnh không dưới cầu là 15 mét việc xây dựng được hoàn thành vào tháng 8 năm 2011 nhưng đến tháng 3 năm 2017 cầu mới được khai thông,chiều cao tỉnh không dưới cầu là mười lăm mét việc xây dựng được hoàn thành vào tháng năm nay không mười một nhưng đến tháng ba năm hai không mười bảy cầu mới được khai thông
aligned_v1,fleurs,phowhisper,base,ordinary_lora,0,42,10828838602453417649,clean,clean,substitution,trung,trùng,5,5,ngang,huyen,trung,trung,trung,trung,true,false,tone_addition,,,false,false,false,false,ngày nay những loại côn trung không thể gập cánh lại chỉ có chuồn chuồn và những con phù du,ngày nay những loại côn trùng không thể gập cánh lại chỉ có trường chùa và những con phù du
aligned_v1,fleurs,phowhisper,base,ordinary_lora,0,42,10865708684535274985,clean,clean,deletion,của,,43,,hoi,,cua,,cua,,true,false,word_deletion,,,false,false,false,false,tác phẩm của ông có phẩm chất và chi tiết được tán dương đến mức ông là một trong số rất ít tên tuổi lớn nổi bật trong giới sưu tầm tem một số nhà sưu tập chỉ chuyên sưu tầm tác phẩm của ông,tác phẩm có ông có phẩm chất về chế tiết được tán dương đến mức ông là một trong số rất ít nên tôi lớn nổi bật trong giới siêu tập tem một số nhà sưu tập chỉ chuyên siêu tầm tác phẩm không
aligned_v1,fleurs,phowhisper,base,ordinary_lora,0,42,1088021197531323436,clean,clean,substitution,lông,long,17,17,ngang,ngang,lông,long,long,long,false,true,,vowel_quality_loss,ô→o,false,true,false,true,phát hiện này cũng mang đến một cái nhìn sâu sắc cho sự tiến hóa đối với lông vũ của các loài chim,phát hiện này cũng mang đến một cái nhìn sâu sắc cho sự tiến hóa đối với long vũ của các loài chim
aligned_v1,fleurs,phowhisper,base,ordinary_lora,0,42,10934091967051776880,clean,clean,substitution,đạt,đặt,21,21,nang,nang,đat,đăt,dat,dat,false,true,,vowel_quality_addition,a→ă,false,false,false,false,del potro có ưu thế sớm trong set thứ hai tuy nhiên thời gian nghỉ giải lao khá ít sau khi đạt tỷ số 6-6,điều bồ chồm cô tới sớm trong sáng thứ hai tuy nhiên thời gian nghỉ giải lao khá ít sau khi đặt tỷ số sáu sáu
aligned_v1,fleurs,phowhisper,base,ordinary_lora,0,42,11087041613949188337,clean,clean,substitution,nội,nỗi,17,21,nang,nga,nôi,nôi,noi,noi,true,false,tone_substitution,,,false,false,false,false,huhne đã từ chức và ed davey mp sẽ thay thế vào vị trí của ông trong nội các norman lamb mp được kỳ vọng sẽ đảm nhận công việc bộ trưởng kinh tế của davey đang còn trống,hưu ni đã từ chức và sevilla và sevilla và em bi sẽ thay thế vào vị trí của ông trong nỗi các nomang lam em bi được kỳ vọng sẽ đảm nhận công việc bộ trưởng kinh tế của david nàng còn chống
aligned_v1,fleurs,phowhisper,base,ordinary_lora,0,42,11166288458925932654,clean,clean,deletion,nó,,9,,sac,,no,,no,,true,false,word_deletion,,,false,false,false,false,chúng ta không biết chắc chắn nhưng có thể nó có lưỡi chẻ thức ăn của nó bao gồm rùa cá lớn những con mosasaur khác và nó thậm chí có thể là thú ăn thịt,chúng ta không biết chắc chắn nhưng chúng ta có thể có lợi trẻ thích ăn của nó vào gồm rùa cá lớn những con mô sát sao khác và nó thậm chí có thể là thúm ăn thịt
aligned_v1,fleurs,phowhisper,base,ordinary_lora,0,42,11192011819506936629,clean,clean,deletion,vào,,26,,huyen,,vao,,vao,,true,false,word_deletion,,,false,false,false,false,thời đại mà các sự kiện này diễn ra thường được gọi là trung kỳ thời trung cổ một giai đoạn trong lịch sử châu âu vào thế kỷ thứ 11 12 và 13 năm 1000-1300 sau công nguyên,thời đại mà các sự kiện này diễn ra thường được gọi là trung kỳ thời trung cổ một giai đoạn trong lịch sử châu âu thế kỷ thứ mười một tuần hai và mười ba năm một ngàn đến một ngàn ba trăm sao công nguyên
aligned_v1,fleurs,phowhisper,base,ordinary_lora,0,42,11294540912606279849,clean,clean,deletion,dân,,6,,ngang,,dân,,dan,,true,false,word_deletion,,,false,false,false,false,đảng cầm quyền tổ chức nhân dân tây nam phi swapo cũng giữ được thế đa số trong các cuộc bầu cử nghị viện,đảng cầm quyền tổ chức nguyên nhân tây nam phi s đức a bê ô cũng giới thiệu được thế đa số trong các cuộc bầu cử như viện
aligned_v1,fleurs,phowhisper,base,ordinary_lora,0,42,11316625460955163618,clean,clean,substitution,ngoại,ngoài,22,22,nang,huyen,ngoai,ngoai,ngoai,ngoai,true,false,tone_substitution,,,false,false,false,false,thương long là loài ăn thịt đỉnh cao trong thời kỳ tồn tại của nó vì thế nó không sợ gì cả ngoại trừ những con thương long khác,thương long là loài ăn thịt đỉnh cao trong thời kỳ tồn tại của nó vì thế nó không sợ gì cả ngoài trường những con thương long khác
aligned_v1,fleurs,phowhisper,base,ordinary_lora,0,42,11330537985623646875,clean,clean,deletion,phim,,17,,ngang,,phim,,phim,,true,false,word_deletion,,,false,false,false,false,các đề cử khác bao gồm phim đạo diễn quay phim thiết kế trang phục biên tập phim nhạc phim gốc thiết kế sản xuất biên tập âm thanh hòa âm và kịch bản gốc hay nhất,các đề cử khác bao gồm phim đạo diễn với phim thiết kế trang phục biên tập thiết kế sản xuất biên tập âm thanh hoa âm và kịch bản gốc hay nhất
aligned_v1,fleurs,phowhisper,base,ordinary_lora,0,42,11330537985623646875,clean,clean,deletion,nhạc,,18,,nang,,nhac,,nhac,,true,false,word_deletion,,,false,false,false,false,các đề cử khác bao gồm phim đạo diễn quay phim thiết kế trang phục biên tập phim nhạc phim gốc thiết kế sản xuất biên tập âm thanh hòa âm và kịch bản gốc hay nhất,các đề cử khác bao gồm phim đạo diễn với phim thiết kế trang phục biên tập thiết kế sản xuất biên tập âm thanh hoa âm và kịch bản gốc hay nhất
aligned_v1,fleurs,phowhisper,base,ordinary_lora,0,42,11330537985623646875,clean,clean,deletion,phim,,19,,ngang,,phim,,phim,,true,false,word_deletion,,,false,false,false,false,các đề cử khác bao gồm phim đạo diễn quay phim thiết kế trang phục biên tập phim nhạc phim gốc thiết kế sản xuất biên tập âm thanh hòa âm và kịch bản gốc hay nhất,các đề cử khác bao gồm phim đạo diễn với phim thiết kế trang phục biên tập thiết kế sản xuất biên tập âm thanh hoa âm và kịch bản gốc hay nhất
aligned_v1,fleurs,phowhisper,base,ordinary_lora,0,42,11330537985623646875,clean,clean,deletion,gốc,,20,,sac,,gôc,,goc,,true,false,word_deletion,,,false,false,false,false,các đề cử khác bao gồm phim đạo diễn quay phim thiết kế trang phục biên tập phim nhạc phim gốc thiết kế sản xuất biên tập âm thanh hòa âm và kịch bản gốc hay nhất,các đề cử khác bao gồm phim đạo diễn với phim thiết kế trang phục biên tập thiết kế sản xuất biên tập âm thanh hoa âm và kịch bản gốc hay nhất
aligned_v1,fleurs,phowhisper,base,ordinary_lora,0,42,11330537985623646875,clean,clean,substitution,hòa,hoa,29,25,huyen,ngang,hoa,hoa,hoa,hoa,true,false,tone_loss,,,true,false,false,true,các đề cử khác bao gồm phim đạo diễn quay phim thiết kế trang phục biên tập phim nhạc phim gốc thiết kế sản xuất biên tập âm thanh hòa âm và kịch bản gốc hay nhất,các đề cử khác bao gồm phim đạo diễn với phim thiết kế trang phục biên tập thiết kế sản xuất biên tập âm thanh hoa âm và kịch bản gốc hay nhất
aligned_v1,fleurs,phowhisper,base,ordinary_lora,0,42,11453780126561418607,clean,clean,substitution,khổng,không,12,12,hoi,ngang,không,không,khong,khong,true,false,tone_loss,,,true,false,false,true,nó cũng tấn công mọi thứ trong nước ngay cả khủng long khổng lồ như t rex cũng không phải là đối thủ với nó,nó cũng tăng cân mọi thứ trong nước ngay cả khổng lồ không lò như tia rét cũng không phải là đối thủ với nó
aligned_v1,fleurs,phowhisper,base,ordinary_lora,0,42,11453780126561418607,clean,clean,substitution,lồ,lò,13,13,huyen,huyen,lô,lo,lo,lo,false,true,,vowel_quality_loss,ô→o,false,true,false,true,nó cũng tấn công mọi thứ trong nước ngay cả khủng long khổng lồ như t rex cũng không phải là đối thủ với nó,nó cũng tăng cân mọi thứ trong nước ngay cả khổng lồ không lò như tia rét cũng không phải là đối thủ với nó
aligned_v1,fleurs,phowhisper,base,ordinary_lora,0,42,11456470895740119515,clean,clean,substitution,sốc,sóc,10,10,sac,sac,sôc,soc,soc,soc,false,true,,vowel_quality_loss,ô→o,false,true,false,true,sốc tái hòa nhập xảy ra sớm hơn so với sốc văn hóa ít giai đoạn trăng mật hơn lâu hơn và có thể còn nghiêm trọng hơn,xốc tái hòa nhập xảy ra sớm hơn so với sóc văn hóa ít giai đoạn trăng mật hơn lâu hơn và có thể còn nghiêm trọng hơn
aligned_v1,fleurs,phowhisper,base,ordinary_lora,0,42,11538048669768928262,clean,clean,substitution,vỏ,võ,24,24,hoi,nga,vo,vo,vo,vo,true,false,tone_substitution,,,false,false,false,false,độ ẩm trên tay của bạn sẽ phản ứng với các lớp bên ngoài tạo cảm giác là lạ và nặn thành một loại vỏ,độ ẩm trên tay của bạn sẽ phản ứng với các lớp bên ngoài tạo cảm giác là lạ và nặng thành một loại võ
aligned_v1,fleurs,phowhisper,base,ordinary_lora,0,42,11598357094682861067,clean,clean,deletion,được,,13,,nang,,đươc,,duoc,,true,false,word_deletion,,,false,false,false,false,bốn vận động viên trượt tuyết trong đội nữ đã không hoàn tất được cuộc đua và 45 trong tổng số 117 vận động viên trượt tuyết ở môn giant slalom không giành được vị trí trong bảng xếp hạng,bốn vận động viên trực tiếp trong đội nữ đã không hoàn toàn tất cừu đua và bốn lâm trong tổng số một trăm mười bảy vận động viên trực tiếp ở môn gan la lôm không nhìn được vị trí trên bãi xếp hạng
aligned_v1,fleurs,phowhisper,base,ordinary_lora,0,42,11602421017918396519,clean,clean,substitution,khóa,khoa,2,2,sac,ngang,khoa,khoa,khoa,khoa,true,false,tone_loss,,,true,false,false,true,tìm kiếm khóa học về môi trường thù địch trên internet có thể sẽ cung cấp cho bạn địa chỉ của một công ty địa phương,tìm kiếm khoa học về môi trường thù địch trên internet có thể sẽ cung cấp cho bạn địa chỉ của một công ty địa phương
aligned_v1,fleurs,phowhisper,base,ordinary_lora,0,42,11717700058313745639,clean,clean,substitution,tinh,tình,33,33,ngang,huyen,tinh,tinh,tinh,tinh,true,false,tone_addition,,,false,false,false,false,sau khi đã cân nhắc mọi thứ chúng ta không nên ngạc nhiên nếu tổ tiên của chúng ta đã giải quyết vấn đề protein theo cách tương tự như những con tinh tinh trên thảo nguyên ngày nay,sau khi đã cân nhắc mọi thứ chúng ta không nên ngạc nhiên nếu tổ tiên của chúng ta đã giải quyết vấn đề protein theo cách tương tự như những con tin tình trên thảo nguyên ngày nay
aligned_v1,fleurs,phowhisper,base,ordinary_lora,0,42,11806133943011932690,clean,clean,substitution,độ,đồ,21,21,nang,huyen,đô,đô,do,do,true,false,tone_substitution,,,false,false,false,false,"""đặc tính nhiệt của chúng không ổn định như các hang động lớn trên trái đất vốn thường duy trì nhiệt độ khá ổn định nhưng điều này phù hợp với các hố sâu trong lòng đất glen cushing thuộc toán địa chất học cơ quan thăm dò địa chất hoa kỳ usgs và trường northern arizona university ở flagstaff arizona cho biết",đặc tính nhiệt của chúng không ổn định như các hành động lớn trên trái đất vốn thường duy trì nhiều đồ khá ổn định nhưng điều này phù hợp với các hố sâu trong đồng đất lên cưu sinh thuộc tán đẻ các hộ cơ quan thăm dò để trắc hoa kỳ u ét gờ ét dà trường nô đơ a ghi ro nai dê vanis xi ti ở lát ta a ghi ro nai cho biết
aligned_v1,fleurs,phowhisper,base,ordinary_lora,0,42,12013948925764266263,clean,clean,deletion,ý,,8,,sac,,y,,y,,true,false,word_deletion,,,false,false,false,false,mặc dù trí tuệ nhân tạo ai có ý nghĩa rất lớn trong ngành khoa học viễn tưởng ai cũng định hình một nhánh vô cùng quan trọng trong khoa học máy tính xử lý các hành vi có khả năng học tập và nhạy và mô phỏng trí thông minh trong máy móc,mặc dù trí tuệ nhân tạo ai có nghĩa rất lớn trong ngành khoa học nguyễn tuưởng ai cũng định hình một nhánh vô cùng quan trọng trong khoa học máy tính xử lý các hành vi có khả năng học tập dạy và mô phỏng trí thông minh trong máy móc
aligned_v1,fleurs,phowhisper,base,ordinary_lora,0,42,12013948925764266263,clean,clean,deletion,và,,43,,huyen,,va,,va,,true,false,word_deletion,,,false,false,false,false,mặc dù trí tuệ nhân tạo ai có ý nghĩa rất lớn trong ngành khoa học viễn tưởng ai cũng định hình một nhánh vô cùng quan trọng trong khoa học máy tính xử lý các hành vi có khả năng học tập và nhạy và mô phỏng trí thông minh trong máy móc,mặc dù trí tuệ nhân tạo ai có nghĩa rất lớn trong ngành khoa học nguyễn tuưởng ai cũng định hình một nhánh vô cùng quan trọng trong khoa học máy tính xử lý các hành vi có khả năng học tập dạy và mô phỏng trí thông minh trong máy móc
aligned_v1,fleurs,phowhisper,base,ordinary_lora,0,42,12189153065260610544,clean,clean,substitution,hoại,hoài,2,2,nang,huyen,hoai,hoai,hoai,hoai,true,false,tone_substitution,,,false,false,false,false,đừng phá hoại cảnh quan bằng cách viết vẽ khắc tranh phun sơn lên tường,đừng phá hoài cảnh quan bằng cách viết vẽ khách tranh phun sơn lên tường
aligned_v1,fleurs,phowhisper,base,ordinary_lora,0,42,12248278775709569896,clean,clean,substitution,chấn,chắn,28,30,sac,sac,chân,chăn,chan,chan,false,true,,vowel_quality_substitution,â→ă,false,false,false,false,không có cảnh báo sóng thần nào được đưa ra và theo cơ quan địa vật lý jakarta sẽ không có cảnh báo sóng thần vì cơn địa chấn chưa đạt tới tiêu chuẩn 6.5 độ richter,không có cảnh báo sớm thẳng nào được đưa ra và theo cơ quan địa giật lý gia ca ta sẽ không có cảnh báo sớm thẳng về kênh đi chắn chưa đã tới tiêu chứng sát sức năng độ ghi tê
aligned_v1,fleurs,phowhisper,base,ordinary_lora,0,42,12364273712888484717,clean,clean,deletion,quốc,,26,,sac,,quôc,,quoc,,true,false,word_deletion,,,false,false,false,false,đây là một trong những điểm du lịch thu hút chính của nam phi và nó được coi là nơi chủ đạo thuộc cơ quan vườn quốc gia nam phi sanparks,đây là một trong những điểm du lịch thu hút chính của nam phi và nó được coi là nơi chủ đạo thuộc cơ quan vườn gia nam phi san bắt
aligned_v1,fleurs,phowhisper,base,ordinary_lora,0,42,12426748956553466325,clean,clean,substitution,lởm,lõm,26,29,hoi,nga,lơm,lom,lom,lom,false,true,,vowel_quality_loss,ơ→o,false,true,false,true,thung lũng cochamó địa điểm leo núi hàng đầu của chile được gọi là yosemite nam mỹ với nhiều vách núi dựng đứng và sườn dốc lởm chởm của đá granit,thung lũng cô cha mó địa điểm leo núi hàng đầu của chile được gọi là jose mích đầm mỹ với nhiều vách núi dẫn đứng và sự dốc lõm trộm của đá ranít
aligned_v1,fleurs,phowhisper,base,ordinary_lora,0,42,12432449224075523646,clean,clean,substitution,cả,cá,11,11,hoi,sac,ca,ca,ca,ca,true,false,tone_substitution,,,false,false,false,false,dịch vụ này thường được sử dụng bởi tàu thuyền gồm cả tàu du lịch cũng như các đoàn thám hiểm có nhu cầu trao đổi dữ liệu và giọng nói từ xa,dịch vụ này thường được sử dụng bởi tàu thuyền gồm cá tàu du lịch cũng như các đoàn tám hiểm có nhu cầu trao đổi dư liệu và giảm lối từ xa
aligned_v1,fleurs,phowhisper,base,ordinary_lora,0,42,12432449224075523646,clean,clean,substitution,dữ,dư,26,26,nga,ngang,dư,dư,du,du,true,false,tone_loss,,,true,false,false,true,dịch vụ này thường được sử dụng bởi tàu thuyền gồm cả tàu du lịch cũng như các đoàn thám hiểm có nhu cầu trao đổi dữ liệu và giọng nói từ xa,dịch vụ này thường được sử dụng bởi tàu thuyền gồm cá tàu du lịch cũng như các đoàn tám hiểm có nhu cầu trao đổi dư liệu và giảm lối từ xa
aligned_v1,fleurs,phowhisper,base,ordinary_lora,0,42,12459093079418282603,clean,clean,substitution,độ,đổ,32,37,nang,hoi,đô,đô,do,do,true,false,tone_substitution,,,false,false,false,false,năm phút sau khi bắt đầu cuộc trình diễn một cơn gió bắt đầu xuất hiện khoảng một phút sau gió đạt vận tốc 70km/h... sau đó mưa tới với cường độ mạnh và lớn đến nỗi da có cảm giác như bị kim châm sau đó mưa đá xuất hiện mọi người hoảng loạn và la hét và dẫm đạp lên nhau,năm phút sau khi bắt đầu cuộc trình diễn một trơn gió bắt đầu xuất hiện khoảng một phút sau gió đạt vận tốc bảy mươi ki lô mét trên giờ sau đó mưa tới với quần đổ mạnh và lớn đến nỗi da có cảm giác như bị kim châm sau đó mưa đá xuất hiện mọi người hoảng loạn và la hét và giảm đạp lên nhau
aligned_v1,fleurs,phowhisper,base,ordinary_lora,0,42,12468786784926900017,clean,clean,substitution,tĩnh,tỉnh,6,6,nga,hoi,tinh,tinh,tinh,tinh,true,false,tone_substitution,,,false,false,false,false,ví dụ định dạng chụp ảnh tĩnh phổ biến nhất trên thế giới là 35mm kích cỡ phim thịnh hành trước khi kết thúc thời đại phim analog,ví dụ định dạng chụp ảnh tỉnh phổ biến nhất trên thế giới là ba mươi lăm mươi mét kích cỡ phim thịnh hành trước khi kết thúc thời đại phim a na lóc
aligned_v1,fleurs,phowhisper,base,ordinary_lora,0,42,12507985491009086913,clean,clean,substitution,hòa,hoa,29,29,huyen,ngang,hoa,hoa,hoa,hoa,true,false,tone_loss,,,true,false,false,true,các đề cử khác bao gồm phim đạo diễn quay phim thiết kế trang phục biên tập phim nhạc phim gốc thiết kế sản xuất biên tập âm thanh hòa âm và kịch bản gốc hay nhất,các đề cử khác bao gồm phim đạo diễn quay phim thiết kế trang phục biên tập phim dạc phim gốc thiết kế sản xuất biên tập âm thanh hoa âm và kịch bản gốc thai nhất
aligned_v1,fleurs,phowhisper,base,ordinary_lora,0,42,12566628545795661139,clean,clean,substitution,vận,văn,5,5,nang,ngang,vân,văn,van,van,false,true,,vowel_quality_substitution,â→ă,true,false,false,true,sử dụng tàu thuyền để vận chuyển hàng hóa là cách làm hiệu quả nhất ở thời điểm hiện tại để vận chuyển số lượng lớn con người và hàng hóa qua biển,sử dụng tàu thuyền đa văn chuyển hàng hoá là cách làm hiệu quả nhất ở thời điểm hiện tại đa văn chuyển số lượng lớn con người và hoàng hoá qua biển
aligned_v1,fleurs,phowhisper,base,ordinary_lora,0,42,12566628545795661139,clean,clean,substitution,vận,văn,21,21,nang,ngang,vân,văn,van,van,false,true,,vowel_quality_substitution,â→ă,true,false,false,true,sử dụng tàu thuyền để vận chuyển hàng hóa là cách làm hiệu quả nhất ở thời điểm hiện tại để vận chuyển số lượng lớn con người và hàng hóa qua biển,sử dụng tàu thuyền đa văn chuyển hàng hoá là cách làm hiệu quả nhất ở thời điểm hiện tại đa văn chuyển số lượng lớn con người và hoàng hoá qua biển
