audit_version,input_file,input_sha256,input_row,source_id,text_sha256,normalized_text,word_index,source_word,normalized_word,piece_text,token_start,token_end,token_count,token_ids,tone_id,tone_name,is_valid,status,all_caps_context,exact_bpe_match,alignment_error
tone_alignment_v1,outputs/phat/predictions/pred_lora_ordinary_lambda0.csv,6d311fd899bd8dd229b77d7407708abd83a247c842b3e82776c0d9c1c5957914,12,VIVOSDEV16_196_clean,6708d55a5862db2c4434f263747db8209f45495b0ed6f971f793ca8047e4bfce,sự giúp đỡ của bà là vô cùng quí báu cho chúng tôi,0,SỰ,sự,sự,0,2,2,"[82,14522]",5,nang,true,marked_tone,true,true,
tone_alignment_v1,outputs/phat/predictions/pred_lora_ordinary_lambda0.csv,6d311fd899bd8dd229b77d7407708abd83a247c842b3e82776c0d9c1c5957914,12,VIVOSDEV16_196_clean,6708d55a5862db2c4434f263747db8209f45495b0ed6f971f793ca8047e4bfce,sự giúp đỡ của bà là vô cùng quí báu cho chúng tôi,1,GIÚP,giúp, giúp,2,4,2,"[1735,44492]",1,sac,true,marked_tone,true,true,
tone_alignment_v1,outputs/phat/predictions/pred_lora_ordinary_lambda0.csv,6d311fd899bd8dd229b77d7407708abd83a247c842b3e82776c0d9c1c5957914,12,VIVOSDEV16_196_clean,6708d55a5862db2c4434f263747db8209f45495b0ed6f971f793ca8047e4bfce,sự giúp đỡ của bà là vô cùng quí báu cho chúng tôi,2,ĐỠ,đỡ, đỡ,4,7,3,"[2934,1297,94]",4,nga,true,marked_tone,true,true,
tone_alignment_v1,outputs/phat/predictions/pred_lora_ordinary_lambda0.csv,6d311fd899bd8dd229b77d7407708abd83a247c842b3e82776c0d9c1c5957914,12,VIVOSDEV16_196_clean,6708d55a5862db2c4434f263747db8209f45495b0ed6f971f793ca8047e4bfce,sự giúp đỡ của bà là vô cùng quí báu cho chúng tôi,3,CỦA,của, của,7,8,1,[11990],3,hoi,true,marked_tone,true,true,
tone_alignment_v1,outputs/phat/predictions/pred_lora_ordinary_lambda0.csv,6d311fd899bd8dd229b77d7407708abd83a247c842b3e82776c0d9c1c5957914,12,VIVOSDEV16_196_clean,6708d55a5862db2c4434f263747db8209f45495b0ed6f971f793ca8047e4bfce,sự giúp đỡ của bà là vô cùng quí báu cho chúng tôi,4,BÀ,bà, bà,8,10,2,"[272,1467]",2,huyen,true,marked_tone,true,true,
tone_alignment_v1,outputs/phat/predictions/pred_lora_ordinary_lambda0.csv,6d311fd899bd8dd229b77d7407708abd83a247c842b3e82776c0d9c1c5957914,12,VIVOSDEV16_196_clean,6708d55a5862db2c4434f263747db8209f45495b0ed6f971f793ca8047e4bfce,sự giúp đỡ của bà là vô cùng quí báu cho chúng tôi,5,LÀ,là, là,10,11,1,[3684],2,huyen,true,marked_tone,true,true,
tone_alignment_v1,outputs/phat/predictions/pred_lora_ordinary_lambda0.csv,6d311fd899bd8dd229b77d7407708abd83a247c842b3e82776c0d9c1c5957914,12,VIVOSDEV16_196_clean,6708d55a5862db2c4434f263747db8209f45495b0ed6f971f793ca8047e4bfce,sự giúp đỡ của bà là vô cùng quí báu cho chúng tôi,6,VÔ,vô, vô,11,13,2,"[371,2851]",0,ngang,true,unmarked_or_foreign_candidate,true,true,
tone_alignment_v1,outputs/phat/predictions/pred_lora_ordinary_lambda0.csv,6d311fd899bd8dd229b77d7407708abd83a247c842b3e82776c0d9c1c5957914,12,VIVOSDEV16_196_clean,6708d55a5862db2c4434f263747db8209f45495b0ed6f971f793ca8047e4bfce,sự giúp đỡ của bà là vô cùng quí báu cho chúng tôi,7,CÙNG,cùng, cùng,13,14,1,[45701],2,huyen,true,marked_tone,true,true,
tone_alignment_v1,outputs/phat/predictions/pred_lora_ordinary_lambda0.csv,6d311fd899bd8dd229b77d7407708abd83a247c842b3e82776c0d9c1c5957914,12,VIVOSDEV16_196_clean,6708d55a5862db2c4434f263747db8209f45495b0ed6f971f793ca8047e4bfce,sự giúp đỡ của bà là vô cùng quí báu cho chúng tôi,8,QUÍ,quí, quí,14,16,2,"[421,870]",1,sac,true,marked_tone,true,true,
tone_alignment_v1,outputs/phat/predictions/pred_lora_ordinary_lambda0.csv,6d311fd899bd8dd229b77d7407708abd83a247c842b3e82776c0d9c1c5957914,12,VIVOSDEV16_196_clean,6708d55a5862db2c4434f263747db8209f45495b0ed6f971f793ca8047e4bfce,sự giúp đỡ của bà là vô cùng quí báu cho chúng tôi,9,BÁU,báu, báu,16,19,3,"[272,842,84]",1,sac,true,marked_tone,true,true,
tone_alignment_v1,outputs/phat/predictions/pred_lora_ordinary_lambda0.csv,6d311fd899bd8dd229b77d7407708abd83a247c842b3e82776c0d9c1c5957914,12,VIVOSDEV16_196_clean,6708d55a5862db2c4434f263747db8209f45495b0ed6f971f793ca8047e4bfce,sự giúp đỡ của bà là vô cùng quí báu cho chúng tôi,10,CHO,cho, cho,19,20,1,[1586],0,ngang,true,all_caps_unmarked_or_acronym_candidate,true,true,
tone_alignment_v1,outputs/phat/predictions/pred_lora_ordinary_lambda0.csv,6d311fd899bd8dd229b77d7407708abd83a247c842b3e82776c0d9c1c5957914,12,VIVOSDEV16_196_clean,6708d55a5862db2c4434f263747db8209f45495b0ed6f971f793ca8047e4bfce,sự giúp đỡ của bà là vô cùng quí báu cho chúng tôi,11,CHÚNG,chúng, chúng,20,21,1,[24322],1,sac,true,marked_tone,true,true,
tone_alignment_v1,outputs/phat/predictions/pred_lora_ordinary_lambda0.csv,6d311fd899bd8dd229b77d7407708abd83a247c842b3e82776c0d9c1c5957914,12,VIVOSDEV16_196_clean,6708d55a5862db2c4434f263747db8209f45495b0ed6f971f793ca8047e4bfce,sự giúp đỡ của bà là vô cùng quí báu cho chúng tôi,12,TÔI,tôi, tôi,21,24,3,"[220,83,12213]",0,ngang,true,unmarked_or_foreign_candidate,true,true,
tone_alignment_v1,outputs/phat/predictions/pred_lora_ordinary_lambda0.csv,6d311fd899bd8dd229b77d7407708abd83a247c842b3e82776c0d9c1c5957914,17,VIVOSDEV02_R154_clean,7a12289f4aaac9d3ec4f158aaf6bf4ba9cd825b925fac2a81f42ba5d310f000a,bọn buôn dự án chạy chọt bày ra các dự án để kiếm chác,0,BỌN,bọn,bọn,0,2,2,"[65,47246]",5,nang,true,marked_tone,true,true,
tone_alignment_v1,outputs/phat/predictions/pred_lora_ordinary_lambda0.csv,6d311fd899bd8dd229b77d7407708abd83a247c842b3e82776c0d9c1c5957914,17,VIVOSDEV02_R154_clean,7a12289f4aaac9d3ec4f158aaf6bf4ba9cd825b925fac2a81f42ba5d310f000a,bọn buôn dự án chạy chọt bày ra các dự án để kiếm chác,1,BUÔN,buôn, buôn,2,4,2,"[758,17140]",0,ngang,true,unmarked_or_foreign_candidate,true,true,
tone_alignment_v1,outputs/phat/predictions/pred_lora_ordinary_lambda0.csv,6d311fd899bd8dd229b77d7407708abd83a247c842b3e82776c0d9c1c5957914,17,VIVOSDEV02_R154_clean,7a12289f4aaac9d3ec4f158aaf6bf4ba9cd825b925fac2a81f42ba5d310f000a,bọn buôn dự án chạy chọt bày ra các dự án để kiếm chác,2,DỰ,dự, dự,4,6,2,"[274,14522]",5,nang,true,marked_tone,true,true,
tone_alignment_v1,outputs/phat/predictions/pred_lora_ordinary_lambda0.csv,6d311fd899bd8dd229b77d7407708abd83a247c842b3e82776c0d9c1c5957914,17,VIVOSDEV02_R154_clean,7a12289f4aaac9d3ec4f158aaf6bf4ba9cd825b925fac2a81f42ba5d310f000a,bọn buôn dự án chạy chọt bày ra các dự án để kiếm chác,3,ÁN,án, án,6,8,2,"[7352,77]",1,sac,true,marked_tone,true,true,
tone_alignment_v1,outputs/phat/predictions/pred_lora_ordinary_lambda0.csv,6d311fd899bd8dd229b77d7407708abd83a247c842b3e82776c0d9c1c5957914,17,VIVOSDEV02_R154_clean,7a12289f4aaac9d3ec4f158aaf6bf4ba9cd825b925fac2a81f42ba5d310f000a,bọn buôn dự án chạy chọt bày ra các dự án để kiếm chác,4,CHẠY,chạy, chạy,8,11,3,"[417,5890,88]",5,nang,true,marked_tone,true,true,
tone_alignment_v1,outputs/phat/predictions/pred_lora_ordinary_lambda0.csv,6d311fd899bd8dd229b77d7407708abd83a247c842b3e82776c0d9c1c5957914,17,VIVOSDEV02_R154_clean,7a12289f4aaac9d3ec4f158aaf6bf4ba9cd825b925fac2a81f42ba5d310f000a,bọn buôn dự án chạy chọt bày ra các dự án để kiếm chác,5,CHỌT,chọt, chọt,11,14,3,"[417,12935,83]",5,nang,true,marked_tone,true,true,
tone_alignment_v1,outputs/phat/predictions/pred_lora_ordinary_lambda0.csv,6d311fd899bd8dd229b77d7407708abd83a247c842b3e82776c0d9c1c5957914,17,VIVOSDEV02_R154_clean,7a12289f4aaac9d3ec4f158aaf6bf4ba9cd825b925fac2a81f42ba5d310f000a,bọn buôn dự án chạy chọt bày ra các dự án để kiếm chác,6,BÀY,bày, bày,14,16,2,"[272,9524]",2,huyen,true,marked_tone,true,true,
tone_alignment_v1,outputs/phat/predictions/pred_lora_ordinary_lambda0.csv,6d311fd899bd8dd229b77d7407708abd83a247c842b3e82776c0d9c1c5957914,17,VIVOSDEV02_R154_clean,7a12289f4aaac9d3ec4f158aaf6bf4ba9cd825b925fac2a81f42ba5d310f000a,bọn buôn dự án chạy chọt bày ra các dự án để kiếm chác,7,RA,ra, ra,16,17,1,[3342],0,ngang,true,all_caps_unmarked_or_acronym_candidate,true,true,
tone_alignment_v1,outputs/phat/predictions/pred_lora_ordinary_lambda0.csv,6d311fd899bd8dd229b77d7407708abd83a247c842b3e82776c0d9c1c5957914,17,VIVOSDEV02_R154_clean,7a12289f4aaac9d3ec4f158aaf6bf4ba9cd825b925fac2a81f42ba5d310f000a,bọn buôn dự án chạy chọt bày ra các dự án để kiếm chác,8,CÁC,các, các,17,18,1,[13250],1,sac,true,marked_tone,true,true,
tone_alignment_v1,outputs/phat/predictions/pred_lora_ordinary_lambda0.csv,6d311fd899bd8dd229b77d7407708abd83a247c842b3e82776c0d9c1c5957914,17,VIVOSDEV02_R154_clean,7a12289f4aaac9d3ec4f158aaf6bf4ba9cd825b925fac2a81f42ba5d310f000a,bọn buôn dự án chạy chọt bày ra các dự án để kiếm chác,9,DỰ,dự, dự,18,20,2,"[274,14522]",5,nang,true,marked_tone,true,true,
tone_alignment_v1,outputs/phat/predictions/pred_lora_ordinary_lambda0.csv,6d311fd899bd8dd229b77d7407708abd83a247c842b3e82776c0d9c1c5957914,17,VIVOSDEV02_R154_clean,7a12289f4aaac9d3ec4f158aaf6bf4ba9cd825b925fac2a81f42ba5d310f000a,bọn buôn dự án chạy chọt bày ra các dự án để kiếm chác,10,ÁN,án, án,20,22,2,"[7352,77]",1,sac,true,marked_tone,true,true,
tone_alignment_v1,outputs/phat/predictions/pred_lora_ordinary_lambda0.csv,6d311fd899bd8dd229b77d7407708abd83a247c842b3e82776c0d9c1c5957914,17,VIVOSDEV02_R154_clean,7a12289f4aaac9d3ec4f158aaf6bf4ba9cd825b925fac2a81f42ba5d310f000a,bọn buôn dự án chạy chọt bày ra các dự án để kiếm chác,11,ĐỂ,để, để,22,23,1,[20081],3,hoi,true,marked_tone,true,true,
tone_alignment_v1,outputs/phat/predictions/pred_lora_ordinary_lambda0.csv,6d311fd899bd8dd229b77d7407708abd83a247c842b3e82776c0d9c1c5957914,17,VIVOSDEV02_R154_clean,7a12289f4aaac9d3ec4f158aaf6bf4ba9cd825b925fac2a81f42ba5d310f000a,bọn buôn dự án chạy chọt bày ra các dự án để kiếm chác,12,KIẾM,kiếm, kiếm,23,26,3,"[6315,6115,76]",1,sac,true,marked_tone,true,true,
tone_alignment_v1,outputs/phat/predictions/pred_lora_ordinary_lambda0.csv,6d311fd899bd8dd229b77d7407708abd83a247c842b3e82776c0d9c1c5957914,17,VIVOSDEV02_R154_clean,7a12289f4aaac9d3ec4f158aaf6bf4ba9cd825b925fac2a81f42ba5d310f000a,bọn buôn dự án chạy chọt bày ra các dự án để kiếm chác,13,CHÁC,chác, chác,26,28,2,"[417,21563]",1,sac,true,marked_tone,true,true,
tone_alignment_v1,outputs/phat/predictions/pred_lora_ordinary_lambda0.csv,6d311fd899bd8dd229b77d7407708abd83a247c842b3e82776c0d9c1c5957914,22,VIVOSDEV12_197_clean,3fd365c5d52b0be3582f1163d68c6412e2e8d263be4f1aa07ea51607dede1b6e,sau đó bà hàng xóm tính tình xởi lởi chạy qua kể với tôi,0,SAU,sau,sau,0,2,2,"[82,1459]",0,ngang,true,all_caps_unmarked_or_acronym_candidate,true,true,
tone_alignment_v1,outputs/phat/predictions/pred_lora_ordinary_lambda0.csv,6d311fd899bd8dd229b77d7407708abd83a247c842b3e82776c0d9c1c5957914,22,VIVOSDEV12_197_clean,3fd365c5d52b0be3582f1163d68c6412e2e8d263be4f1aa07ea51607dede1b6e,sau đó bà hàng xóm tính tình xởi lởi chạy qua kể với tôi,1,ĐÓ,đó, đó,2,3,1,[17647],1,sac,true,marked_tone,true,true,
tone_alignment_v1,outputs/phat/predictions/pred_lora_ordinary_lambda0.csv,6d311fd899bd8dd229b77d7407708abd83a247c842b3e82776c0d9c1c5957914,22,VIVOSDEV12_197_clean,3fd365c5d52b0be3582f1163d68c6412e2e8d263be4f1aa07ea51607dede1b6e,sau đó bà hàng xóm tính tình xởi lởi chạy qua kể với tôi,2,BÀ,bà, bà,3,5,2,"[272,1467]",2,huyen,true,marked_tone,true,true,
tone_alignment_v1,outputs/phat/predictions/pred_lora_ordinary_lambda0.csv,6d311fd899bd8dd229b77d7407708abd83a247c842b3e82776c0d9c1c5957914,22,VIVOSDEV12_197_clean,3fd365c5d52b0be3582f1163d68c6412e2e8d263be4f1aa07ea51607dede1b6e,sau đó bà hàng xóm tính tình xởi lởi chạy qua kể với tôi,3,HÀNG,hàng, hàng,5,6,1,[48373],2,huyen,true,marked_tone,true,true,
tone_alignment_v1,outputs/phat/predictions/pred_lora_ordinary_lambda0.csv,6d311fd899bd8dd229b77d7407708abd83a247c842b3e82776c0d9c1c5957914,22,VIVOSDEV12_197_clean,3fd365c5d52b0be3582f1163d68c6412e2e8d263be4f1aa07ea51607dede1b6e,sau đó bà hàng xóm tính tình xởi lởi chạy qua kể với tôi,4,XÓM,xóm, xóm,6,8,2,"[2031,23818]",1,sac,true,marked_tone,true,true,
tone_alignment_v1,outputs/phat/predictions/pred_lora_ordinary_lambda0.csv,6d311fd899bd8dd229b77d7407708abd83a247c842b3e82776c0d9c1c5957914,22,VIVOSDEV12_197_clean,3fd365c5d52b0be3582f1163d68c6412e2e8d263be4f1aa07ea51607dede1b6e,sau đó bà hàng xóm tính tình xởi lởi chạy qua kể với tôi,5,TÍNH,tính, tính,8,11,3,"[220,83,26994]",1,sac,true,marked_tone,true,true,
tone_alignment_v1,outputs/phat/predictions/pred_lora_ordinary_lambda0.csv,6d311fd899bd8dd229b77d7407708abd83a247c842b3e82776c0d9c1c5957914,22,VIVOSDEV12_197_clean,3fd365c5d52b0be3582f1163d68c6412e2e8d263be4f1aa07ea51607dede1b6e,sau đó bà hàng xóm tính tình xởi lởi chạy qua kể với tôi,6,TÌNH,tình, tình,11,14,3,"[220,83,10116]",2,huyen,true,marked_tone,true,true,
tone_alignment_v1,outputs/phat/predictions/pred_lora_ordinary_lambda0.csv,6d311fd899bd8dd229b77d7407708abd83a247c842b3e82776c0d9c1c5957914,22,VIVOSDEV12_197_clean,3fd365c5d52b0be3582f1163d68c6412e2e8d263be4f1aa07ea51607dede1b6e,sau đó bà hàng xóm tính tình xởi lởi chạy qua kể với tôi,7,XỞI,xởi, xởi,14,17,3,"[2031,13755,72]",3,hoi,true,marked_tone,true,true,
tone_alignment_v1,outputs/phat/predictions/pred_lora_ordinary_lambda0.csv,6d311fd899bd8dd229b77d7407708abd83a247c842b3e82776c0d9c1c5957914,22,VIVOSDEV12_197_clean,3fd365c5d52b0be3582f1163d68c6412e2e8d263be4f1aa07ea51607dede1b6e,sau đó bà hàng xóm tính tình xởi lởi chạy qua kể với tôi,8,LỞI,lởi, lởi,17,20,3,"[287,13755,72]",3,hoi,true,marked_tone,true,true,
tone_alignment_v1,outputs/phat/predictions/pred_lora_ordinary_lambda0.csv,6d311fd899bd8dd229b77d7407708abd83a247c842b3e82776c0d9c1c5957914,22,VIVOSDEV12_197_clean,3fd365c5d52b0be3582f1163d68c6412e2e8d263be4f1aa07ea51607dede1b6e,sau đó bà hàng xóm tính tình xởi lởi chạy qua kể với tôi,9,CHẠY,chạy, chạy,20,23,3,"[417,5890,88]",5,nang,true,marked_tone,true,true,
tone_alignment_v1,outputs/phat/predictions/pred_lora_ordinary_lambda0.csv,6d311fd899bd8dd229b77d7407708abd83a247c842b3e82776c0d9c1c5957914,22,VIVOSDEV12_197_clean,3fd365c5d52b0be3582f1163d68c6412e2e8d263be4f1aa07ea51607dede1b6e,sau đó bà hàng xóm tính tình xởi lởi chạy qua kể với tôi,10,QUA,qua, qua,23,24,1,[24159],0,ngang,true,all_caps_unmarked_or_acronym_candidate,true,true,
tone_alignment_v1,outputs/phat/predictions/pred_lora_ordinary_lambda0.csv,6d311fd899bd8dd229b77d7407708abd83a247c842b3e82776c0d9c1c5957914,22,VIVOSDEV12_197_clean,3fd365c5d52b0be3582f1163d68c6412e2e8d263be4f1aa07ea51607dede1b6e,sau đó bà hàng xóm tính tình xởi lởi chạy qua kể với tôi,11,KỂ,kể, kể,24,26,2,"[350,9571]",3,hoi,true,marked_tone,true,true,
tone_alignment_v1,outputs/phat/predictions/pred_lora_ordinary_lambda0.csv,6d311fd899bd8dd229b77d7407708abd83a247c842b3e82776c0d9c1c5957914,22,VIVOSDEV12_197_clean,3fd365c5d52b0be3582f1163d68c6412e2e8d263be4f1aa07ea51607dede1b6e,sau đó bà hàng xóm tính tình xởi lởi chạy qua kể với tôi,12,VỚI,với, với,26,27,1,[18916],1,sac,true,marked_tone,true,true,
